city,date,aqi,pm25,pm10,no2,so2,co,o3,month,day_of_week,day_of_year,aqi_lag_1,pm25_lag_1,aqi_lag_3,pm25_lag_3,aqi_lag_7,pm25_lag_7,aqi_roll_7
Delhi,2021-08-18,152.0,83.6,164.16,126.16,173.28,1.6,144.4,8,2,230,150.0,82.5,114.0,62.7,122.0,67.1,126.42857142857143
Delhi,2021-08-19,167.0,91.85,180.36,138.61,190.38,1.75,158.65,8,3,231,152.0,83.6,121.0,66.55,114.0,62.7,134.0
Delhi,2021-08-20,111.0,61.05,119.88,92.13,126.54,1.17,105.45,8,4,232,167.0,91.85,150.0,82.5,118.0,64.9,133.0
Delhi,2021-08-21,69.0,37.95,74.52,57.27,78.66,0.72,65.55,8,5,233,111.0,61.05,152.0,83.6,116.0,63.8,126.28571428571429
Delhi,2021-08-22,59.0,32.45,63.72,48.97,67.26,0.62,56.05,8,6,234,69.0,37.95,167.0,91.85,114.0,62.7,118.42857142857143
Delhi,2021-08-23,82.0,45.1,88.56,68.06,93.48,0.86,77.9,8,0,235,59.0,32.45,111.0,61.05,121.0,66.55,112.85714285714286
Delhi,2021-08-24,100.0,55.0,108.0,83.0,114.0,1.05,95.0,8,1,236,82.0,45.1,69.0,37.95,150.0,82.5,105.71428571428571
Delhi,2021-08-25,115.0,63.25,124.2,95.45,131.1,1.21,109.25,8,2,237,100.0,55.0,59.0,32.45,152.0,83.6,100.42857142857143
Delhi,2021-08-26,114.0,62.7,123.12,94.62,129.96,1.2,108.3,8,3,238,115.0,63.25,82.0,45.1,167.0,91.85,92.85714285714286
Delhi,2021-08-27,134.0,73.7,144.72,111.22,152.76,1.41,127.3,8,4,239,114.0,62.7,100.0,55.0,111.0,61.05,96.14285714285714
Delhi,2021-08-28,147.0,80.85,158.76,122.01,167.58,1.54,139.65,8,5,240,134.0,73.7,115.0,63.25,69.0,37.95,107.28571428571429
Delhi,2021-08-29,119.0,65.45,128.52,98.77,135.66,1.25,113.05,8,6,241,147.0,80.85,114.0,62.7,59.0,32.45,115.85714285714286
Delhi,2021-08-30,81.0,44.55,87.48,67.23,92.34,0.85,76.95,8,0,242,119.0,65.45,134.0,73.7,82.0,45.1,115.71428571428571
Delhi,2021-08-31,73.0,40.15,78.84,60.59,83.22,0.77,69.35,8,1,243,81.0,44.55,147.0,80.85,100.0,55.0,111.85714285714286
Delhi,2021-09-01,64.0,35.2,69.12,53.12,72.96,0.67,60.8,9,2,244,73.0,40.15,119.0,65.45,115.0,63.25,104.57142857142857
Delhi,2021-09-02,64.0,35.2,69.12,53.12,72.96,0.67,60.8,9,3,245,64.0,35.2,81.0,44.55,114.0,62.7,97.42857142857143
Delhi,2021-09-03,70.0,38.5,75.6,58.1,79.8,0.74,66.5,9,4,246,64.0,35.2,73.0,40.15,134.0,73.7,88.28571428571429
Delhi,2021-09-04,68.0,37.4,73.44,56.44,77.52,0.71,64.6,9,5,247,70.0,38.5,64.0,35.2,147.0,80.85,77.0
Delhi,2021-09-05,88.0,48.4,95.04,73.04,100.32,0.92,83.6,9,6,248,68.0,37.4,64.0,35.2,119.0,65.45,72.57142857142857
Delhi,2021-09-06,122.0,67.1,131.76,101.26,139.08,1.28,115.9,9,0,249,88.0,48.4,70.0,38.5,81.0,44.55,78.42857142857143
Delhi,2021-09-07,98.0,53.9,105.84,81.34,111.72,1.03,93.1,9,1,250,122.0,67.1,68.0,37.4,73.0,40.15,82.0
Delhi,2021-09-08,70.0,38.5,75.6,58.1,79.8,0.74,66.5,9,2,251,98.0,53.9,88.0,48.4,64.0,35.2,82.85714285714286
Delhi,2021-09-09,75.0,41.25,81.0,62.25,85.5,0.79,71.25,9,3,252,70.0,38.5,122.0,67.1,64.0,35.2,84.42857142857143
Delhi,2021-09-10,79.0,43.45,85.32,65.57,90.06,0.83,75.05,9,4,253,75.0,41.25,98.0,53.9,70.0,38.5,85.71428571428571
Delhi,2021-09-11,61.0,33.55,65.88,50.63,69.54,0.64,57.95,9,5,254,79.0,43.45,70.0,38.5,68.0,37.4,84.71428571428571
Delhi,2021-09-12,60.0,33.0,64.8,49.8,68.4,0.63,57.0,9,6,255,61.0,33.55,75.0,41.25,88.0,48.4,80.71428571428571
Delhi,2021-09-13,89.0,48.95,96.12,73.87,101.46,0.93,84.55,9,0,256,60.0,33.0,79.0,43.45,122.0,67.1,76.0
Delhi,2021-09-14,69.0,37.95,74.52,57.27,78.66,0.72,65.55,9,1,257,89.0,48.95,61.0,33.55,98.0,53.9,71.85714285714286
Delhi,2021-09-15,70.0,38.5,75.6,58.1,79.8,0.74,66.5,9,2,258,69.0,37.95,60.0,33.0,70.0,38.5,71.85714285714286
Delhi,2021-09-16,79.0,43.45,85.32,65.57,90.06,0.83,75.05,9,3,259,70.0,38.5,89.0,48.95,75.0,41.25,72.42857142857143
Delhi,2021-09-17,62.0,34.1,66.96,51.46,70.68,0.65,58.9,9,4,260,79.0,43.45,69.0,37.95,79.0,43.45,70.0
Delhi,2021-09-18,69.0,37.95,74.52,57.27,78.66,0.72,65.55,9,5,261,62.0,34.1,70.0,38.5,61.0,33.55,71.14285714285714
Delhi,2021-09-19,82.0,45.1,88.56,68.06,93.48,0.86,77.9,9,6,262,69.0,37.95,79.0,43.45,60.0,33.0,74.28571428571429
Delhi,2021-09-20,82.0,45.1,88.56,68.06,93.48,0.86,77.9,9,0,263,82.0,45.1,62.0,34.1,89.0,48.95,73.28571428571429
Delhi,2021-09-21,83.0,45.65,89.64,68.89,94.62,0.87,78.85,9,1,264,82.0,45.1,69.0,37.95,69.0,37.95,75.28571428571429
Delhi,2021-09-22,69.0,37.95,74.52,57.27,78.66,0.72,65.55,9,2,265,83.0,45.65,82.0,45.1,70.0,38.5,75.14285714285714
Delhi,2021-09-23,68.0,37.4,73.44,56.44,77.52,0.71,64.6,9,3,266,69.0,37.95,82.0,45.1,79.0,43.45,73.57142857142857
Delhi,2021-09-24,64.0,35.2,69.12,53.12,72.96,0.67,60.8,9,4,267,68.0,37.4,83.0,45.65,62.0,34.1,73.85714285714286
Delhi,2021-09-25,80.0,44.0,86.4,66.4,91.2,0.84,76.0,9,5,268,64.0,35.2,69.0,37.95,69.0,37.95,75.42857142857143
Delhi,2021-09-26,75.0,41.25,81.0,62.25,85.5,0.79,71.25,9,6,269,80.0,44.0,68.0,37.4,82.0,45.1,74.42857142857143
Delhi,2021-09-27,108.0,59.4,116.64,89.64,123.12,1.13,102.6,9,0,270,75.0,41.25,64.0,35.2,82.0,45.1,78.14285714285714
Delhi,2021-09-28,120.0,66.0,129.6,99.6,136.8,1.26,114.0,9,1,271,108.0,59.4,80.0,44.0,83.0,45.65,83.42857142857143
Delhi,2021-09-29,81.0,44.55,87.48,67.23,92.34,0.85,76.95,9,2,272,120.0,66.0,75.0,41.25,69.0,37.95,85.14285714285714
Delhi,2021-09-30,84.0,46.2,90.72,69.72,95.76,0.88,79.8,9,3,273,81.0,44.55,108.0,59.4,68.0,37.4,87.42857142857143
Delhi,2021-10-01,108.0,59.4,116.64,89.64,123.12,1.13,102.6,10,4,274,84.0,46.2,120.0,66.0,64.0,35.2,93.71428571428571
Delhi,2021-10-02,125.0,68.75,135.0,103.75,142.5,1.31,118.75,10,5,275,108.0,59.4,81.0,44.55,80.0,44.0,100.14285714285714
Delhi,2021-10-03,105.0,57.75,113.4,87.15,119.7,1.1,99.75,10,6,276,125.0,68.75,84.0,46.2,75.0,41.25,104.42857142857143
Delhi,2021-10-04,91.0,50.05,98.28,75.53,103.74,0.96,86.45,10,0,277,105.0,57.75,108.0,59.4,108.0,59.4,102.0
Delhi,2021-10-05,115.0,63.25,124.2,95.45,131.1,1.21,109.25,10,1,278,91.0,50.05,125.0,68.75,120.0,66.0,101.28571428571429
Delhi,2021-10-06,114.0,62.7,123.12,94.62,129.96,1.2,108.3,10,2,279,115.0,63.25,105.0,57.75,81.0,44.55,106.0
Delhi,2021-10-07,127.0,69.85,137.16,105.41,144.78,1.33,120.65,10,3,280,114.0,62.7,91.0,50.05,84.0,46.2,112.14285714285714
Delhi,2021-10-08,167.0,91.85,180.36,138.61,190.38,1.75,158.65,10,4,281,127.0,69.85,115.0,63.25,108.0,59.4,120.57142857142857
Delhi,2021-10-09,171.0,94.05,184.68,141.93,194.94,1.8,162.45,10,5,282,167.0,91.85,114.0,62.7,125.0,68.75,127.14285714285714
Delhi,2021-10-10,168.0,92.4,181.44,139.44,191.52,1.76,159.6,10,6,283,171.0,94.05,127.0,69.85,105.0,57.75,136.14285714285714
Delhi,2021-10-11,166.0,91.3,179.28,137.78,189.24,1.74,157.7,10,0,284,168.0,92.4,167.0,91.85,91.0,50.05,146.85714285714286
Delhi,2021-10-12,179.0,98.45,193.32,148.57,204.06,1.88,170.05,10,1,285,166.0,91.3,171.0,94.05,115.0,63.25,156.0
Delhi,2021-10-13,171.0,94.05,184.68,141.93,194.94,1.8,162.45,10,2,286,179.0,98.45,168.0,92.4,114.0,62.7,164.14285714285714
Delhi,2021-10-14,182.0,100.1,196.56,151.06,207.48,1.91,172.9,10,3,287,171.0,94.05,166.0,91.3,127.0,69.85,172.0
Delhi,2021-10-15,198.0,108.9,213.84,164.34,225.72,2.08,188.1,10,4,288,182.0,100.1,179.0,98.45,167.0,91.85,176.42857142857142
Delhi,2021-10-16,284.0,156.2,306.72,235.72,323.76,2.98,269.8,10,5,289,198.0,108.9,171.0,94.05,171.0,94.05,192.57142857142858
Delhi,2021-10-17,298.0,163.9,321.84,247.34,339.72,3.13,283.1,10,6,290,284.0,156.2,182.0,100.1,168.0,92.4,211.14285714285714
Delhi,2021-10-18,46.0,25.3,49.68,38.18,52.44,0.48,43.7,10,0,291,298.0,163.9,198.0,108.9,166.0,91.3,194.0
Delhi,2021-10-19,69.0,37.95,74.52,57.27,78.66,0.72,65.55,10,1,292,46.0,25.3,284.0,156.2,179.0,98.45,178.28571428571428
Delhi,2021-10-20,221.0,121.55,238.68,183.43,251.94,2.32,209.95,10,2,293,69.0,37.95,298.0,163.9,171.0,94.05,185.42857142857142
Delhi,2021-10-21,199.0,109.45,214.92,165.17,226.86,2.09,189.05,10,3,294,221.0,121.55,46.0,25.3,182.0,100.1,187.85714285714286
Delhi,2021-10-22,170.0,93.5,183.6,141.1,193.8,1.79,161.5,10,4,295,199.0,109.45,69.0,37.95,198.0,108.9,183.85714285714286
Delhi,2021-10-23,173.0,95.15,186.84,143.59,197.22,1.82,164.35,10,5,296,170.0,93.5,221.0,121.55,284.0,156.2,168.0
Delhi,2021-10-24,160.0,88.0,172.8,132.8,182.4,1.68,152.0,10,6,297,173.0,95.15,199.0,109.45,298.0,163.9,148.28571428571428
Delhi,2021-10-25,82.0,45.1,88.56,68.06,93.48,0.86,77.9,10,0,298,160.0,88.0,170.0,93.5,46.0,25.3,153.42857142857142
Delhi,2021-10-26,139.0,76.45,150.12,115.37,158.46,1.46,132.05,10,1,299,82.0,45.1,173.0,95.15,69.0,37.95,163.42857142857142
Delhi,2021-10-27,232.0,127.6,250.56,192.56,264.48,2.44,220.4,10,2,300,139.0,76.45,160.0,88.0,221.0,121.55,165.0
Delhi,2021-10-28,268.0,147.4,289.44,222.44,305.52,2.81,254.6,10,3,301,232.0,127.6,82.0,45.1,199.0,109.45,174.85714285714286
Delhi,2021-10-29,283.0,155.65,305.64,234.89,322.62,2.97,268.85,10,4,302,268.0,147.4,139.0,76.45,170.0,93.5,191.0
Delhi,2021-10-30,268.0,147.4,289.44,222.44,305.52,2.81,254.6,10,5,303,283.0,155.65,232.0,127.6,173.0,95.15,204.57142857142858
Delhi,2021-10-31,289.0,158.95,312.12,239.87,329.46,3.03,274.55,10,6,304,268.0,147.4,268.0,147.4,160.0,88.0,223.0
Delhi,2021-11-01,281.0,154.55,303.48,233.23,320.34,2.95,266.95,11,0,305,289.0,158.95,283.0,155.65,82.0,45.1,251.42857142857142
Delhi,2021-11-02,303.0,166.65,327.24,251.49,345.42,3.18,287.85,11,1,306,281.0,154.55,268.0,147.4,139.0,76.45,274.85714285714283
Delhi,2021-11-03,314.0,172.7,339.12,260.62,357.96,3.3,298.3,11,2,307,303.0,166.65,289.0,158.95,232.0,127.6,286.57142857142856
Delhi,2021-11-04,382.0,210.1,412.56,317.06,435.48,4.01,362.9,11,3,308,314.0,172.7,281.0,154.55,268.0,147.4,302.85714285714283
Delhi,2021-11-05,462.0,254.1,498.96,383.46,526.68,4.85,438.9,11,4,309,382.0,210.1,303.0,166.65,283.0,155.65,328.42857142857144
Delhi,2021-11-06,437.0,240.35,471.96,362.71,498.18,4.59,415.15,11,5,310,462.0,254.1,314.0,172.7,268.0,147.4,352.57142857142856
Delhi,2021-11-07,428.0,235.4,462.24,355.24,487.92,4.49,406.6,11,6,311,437.0,240.35,382.0,210.1,289.0,158.95,372.42857142857144
Delhi,2021-11-08,390.0,214.5,421.2,323.7,444.6,4.1,370.5,11,0,312,428.0,235.4,462.0,254.1,281.0,154.55,388.0
Delhi,2021-11-09,404.0,222.2,436.32,335.32,460.56,4.24,383.8,11,1,313,390.0,214.5,437.0,240.35,303.0,166.65,402.42857142857144
Delhi,2021-11-10,372.0,204.6,401.76,308.76,424.08,3.91,353.4,11,2,314,404.0,222.2,428.0,235.4,314.0,172.7,410.7142857142857
Delhi,2021-11-11,411.0,226.05,443.88,341.13,468.54,4.32,390.45,11,3,315,372.0,204.6,390.0,214.5,382.0,210.1,414.85714285714283
Delhi,2021-11-12,471.0,259.05,508.68,390.93,536.94,4.95,447.45,11,4,316,411.0,226.05,404.0,222.2,462.0,254.1,416.14285714285717
Delhi,2021-11-13,437.0,240.35,471.96,362.71,498.18,4.59,415.15,11,5,317,471.0,259.05,372.0,204.6,437.0,240.35,416.14285714285717
Delhi,2021-11-14,330.0,181.5,356.4,273.9,376.2,3.47,313.5,11,6,318,437.0,240.35,411.0,226.05,428.0,235.4,402.14285714285717
Delhi,2021-11-15,353.0,194.15,381.24,292.99,402.42,3.71,335.35,11,0,319,330.0,181.5,471.0,259.05,390.0,214.5,396.85714285714283
Delhi,2021-11-16,403.0,221.65,435.24,334.49,459.42,4.23,382.85,11,1,320,353.0,194.15,437.0,240.35,404.0,222.2,396.7142857142857
Delhi,2021-11-17,375.0,206.25,405.0,311.25,427.5,3.94,356.25,11,2,321,403.0,221.65,330.0,181.5,372.0,204.6,397.14285714285717
Delhi,2021-11-18,347.0,190.85,374.76,288.01,395.58,3.64,329.65,11,3,322,375.0,206.25,353.0,194.15,411.0,226.05,388.0
Delhi,2021-11-19,380.0,209.0,410.4,315.4,433.2,3.99,361.0,11,4,323,347.0,190.85,403.0,221.65,471.0,259.05,375.0
Delhi,2021-11-20,374.0,205.7,403.92,310.42,426.36,3.93,355.3,11,5,324,380.0,209.0,375.0,206.25,437.0,240.35,366.0
Delhi,2021-11-21,349.0,191.95,376.92,289.67,397.86,3.66,331.55,11,6,325,374.0,205.7,347.0,190.85,330.0,181.5,368.7142857142857
Delhi,2021-11-22,311.0,171.05,335.88,258.13,354.54,3.27,295.45,11,0,326,349.0,191.95,380.0,209.0,353.0,194.15,362.7142857142857
Delhi,2021-11-23,290.0,159.5,313.2,240.7,330.6,3.05,275.5,11,1,327,311.0,171.05,374.0,205.7,403.0,221.65,346.57142857142856
Delhi,2021-11-24,361.0,198.55,389.88,299.63,411.54,3.79,342.95,11,2,328,290.0,159.5,349.0,191.95,375.0,206.25,344.57142857142856
Delhi,2021-11-25,400.0,220.0,432.0,332.0,456.0,4.2,380.0,11,3,329,361.0,198.55,311.0,171.05,347.0,190.85,352.14285714285717
Delhi,2021-11-26,406.0,223.3,438.48,336.98,462.84,4.26,385.7,11,4,330,400.0,220.0,290.0,159.5,380.0,209.0,355.85714285714283
Delhi,2021-11-27,402.0,221.1,434.16,333.66,458.28,4.22,381.9,11,5,331,406.0,223.3,361.0,198.55,374.0,205.7,359.85714285714283
Delhi,2021-11-28,405.0,222.75,437.4,336.15,461.7,4.25,384.75,11,6,332,402.0,221.1,400.0,220.0,349.0,191.95,367.85714285714283
Delhi,2021-11-29,389.0,213.95,420.12,322.87,443.46,4.08,369.55,11,0,333,405.0,222.75,406.0,223.3,311.0,171.05,379.0
Delhi,2021-11-30,328.0,180.4,354.24,272.24,373.92,3.44,311.6,11,1,334,389.0,213.95,402.0,221.1,290.0,159.5,384.42857142857144
Delhi,2021-12-01,370.0,203.5,399.6,307.1,421.8,3.89,351.5,12,2,335,328.0,180.4,405.0,222.75,361.0,198.55,385.7142857142857
Delhi,2021-12-02,429.0,235.95,463.32,356.07,489.06,4.5,407.55,12,3,336,370.0,203.5,389.0,213.95,400.0,220.0,389.85714285714283
Delhi,2021-12-03,346.0,190.3,373.68,287.18,394.44,3.63,328.7,12,4,337,429.0,235.95,328.0,180.4,406.0,223.3,381.2857142857143
Delhi,2021-12-04,362.0,199.1,390.96,300.46,412.68,3.8,343.9,12,5,338,346.0,190.3,370.0,203.5,402.0,221.1,375.57142857142856
Delhi,2021-12-05,305.0,167.75,329.4,253.15,347.7,3.2,289.75,12,6,339,362.0,199.1,429.0,235.95,405.0,222.75,361.2857142857143
Delhi,2021-12-06,322.0,177.1,347.76,267.26,367.08,3.38,305.9,12,0,340,305.0,167.75,346.0,190.3,389.0,213.95,351.7142857142857
Delhi,2021-12-07,255.0,140.25,275.4,211.65,290.7,2.68,242.25,12,1,341,322.0,177.1,362.0,199.1,328.0,180.4,341.2857142857143
Delhi,2021-12-08,237.0,130.35,255.96,196.71,270.18,2.49,225.15,12,2,342,255.0,140.25,305.0,167.75,370.0,203.5,322.2857142857143
Delhi,2021-12-09,289.0,158.95,312.12,239.87,329.46,3.03,274.55,12,3,343,237.0,130.35,322.0,177.1,429.0,235.95,302.2857142857143
Delhi,2021-12-10,314.0,172.7,339.12,260.62,357.96,3.3,298.3,12,4,344,289.0,158.95,255.0,140.25,346.0,190.3,297.7142857142857
Delhi,2021-12-11,281.0,154.55,303.48,233.23,320.34,2.95,266.95,12,5,345,314.0,172.7,237.0,130.35,362.0,199.1,286.14285714285717
Delhi,2021-12-12,254.0,139.7,274.32,210.82,289.56,2.67,241.3,12,6,346,281.0,154.55,289.0,158.95,305.0,167.75,278.85714285714283
Delhi,2021-12-13,331.0,182.05,357.48,274.73,377.34,3.48,314.45,12,0,347,254.0,139.7,314.0,172.7,322.0,177.1,280.14285714285717
Delhi,2021-12-14,367.0,201.85,396.36,304.61,418.38,3.85,348.65,12,1,348,331.0,182.05,281.0,154.55,255.0,140.25,296.14285714285717
Delhi,2021-12-15,363.0,199.65,392.04,301.29,413.82,3.81,344.85,12,2,349,367.0,201.85,254.0,139.7,237.0,130.35,314.14285714285717
Delhi,2021-12-16,368.0,202.4,397.44,305.44,419.52,3.86,349.6,12,3,350,363.0,199.65,331.0,182.05,289.0,158.95,325.42857142857144
Delhi,2021-12-17,329.0,180.95,355.32,273.07,375.06,3.45,312.55,12,4,351,368.0,202.4,367.0,201.85,314.0,172.7,327.57142857142856
Delhi,2021-12-18,291.0,160.05,314.28,241.53,331.74,3.06,276.45,12,5,352,329.0,180.95,363.0,199.65,281.0,154.55,329.0
Delhi,2021-12-19,271.0,149.05,292.68,224.93,308.94,2.85,257.45,12,6,353,291.0,160.05,368.0,202.4,254.0,139.7,331.42857142857144
Delhi,2021-12-20,332.0,182.6,358.56,275.56,378.48,3.49,315.4,12,0,354,271.0,149.05,329.0,180.95,331.0,182.05,331.57142857142856
Delhi,2021-12-21,402.0,221.1,434.16,333.66,458.28,4.22,381.9,12,1,355,332.0,182.6,291.0,160.05,367.0,201.85,336.57142857142856
Delhi,2021-12-22,407.0,223.85,439.56,337.81,463.98,4.27,386.65,12,2,356,402.0,221.1,271.0,149.05,363.0,199.65,342.85714285714283
Delhi,2021-12-23,423.0,232.65,456.84,351.09,482.22,4.44,401.85,12,3,357,407.0,223.85,332.0,182.6,368.0,202.4,350.7142857142857
Delhi,2021-12-24,415.0,228.25,448.2,344.45,473.1,4.36,394.25,12,4,358,423.0,232.65,402.0,221.1,329.0,180.95,363.0
Delhi,2021-12-25,431.0,237.05,465.48,357.73,491.34,4.53,409.45,12,5,359,415.0,228.25,407.0,223.85,291.0,160.05,383.0
Delhi,2021-12-26,459.0,252.45,495.72,380.97,523.26,4.82,436.05,12,6,360,431.0,237.05,423.0,232.65,271.0,149.05,409.85714285714283
Delhi,2021-12-27,283.0,155.65,305.64,234.89,322.62,2.97,268.85,12,0,361,459.0,252.45,415.0,228.25,332.0,182.6,402.85714285714283
Delhi,2021-12-28,305.0,167.75,329.4,253.15,347.7,3.2,289.75,12,1,362,283.0,155.65,431.0,237.05,402.0,221.1,389.0
Delhi,2021-12-29,267.0,146.85,288.36,221.61,304.38,2.8,253.65,12,2,363,305.0,167.75,459.0,252.45,407.0,223.85,369.0
Delhi,2021-12-30,286.0,157.3,308.88,237.38,326.04,3.0,271.7,12,3,364,267.0,146.85,283.0,155.65,423.0,232.65,349.42857142857144
Delhi,2021-12-31,321.0,176.55,346.68,266.43,365.94,3.37,304.95,12,4,365,286.0,157.3,305.0,167.75,415.0,228.25,336.0
Delhi,2022-01-01,402.0,221.1,434.16,333.66,458.28,4.22,381.9,1,5,1,321.0,176.55,267.0,146.85,431.0,237.05,331.85714285714283
Delhi,2022-01-02,437.0,240.35,471.96,362.71,498.18,4.59,415.15,1,6,2,402.0,221.1,286.0,157.3,459.0,252.45,328.7142857142857
Delhi,2022-01-03,402.0,221.1,434.16,333.66,458.28,4.22,381.9,1,0,3,437.0,240.35,321.0,176.55,283.0,155.65,345.7142857142857
Delhi,2022-01-04,420.0,231.0,453.6,348.6,478.8,4.41,399.0,1,1,4,402.0,221.1,402.0,221.1,305.0,167.75,362.14285714285717
Delhi,2022-01-05,449.0,246.95,484.92,372.67,511.86,4.71,426.55,1,2,5,420.0,231.0,437.0,240.35,267.0,146.85,388.14285714285717
Delhi,2022-01-06,252.0,138.6,272.16,209.16,287.28,2.65,239.4,1,3,6,449.0,246.95,402.0,221.1,286.0,157.3,383.2857142857143
Delhi,2022-01-07,179.0,98.45,193.32,148.57,204.06,1.88,170.05,1,4,7,252.0,138.6,420.0,231.0,321.0,176.55,363.0
Delhi,2022-01-08,84.0,46.2,90.72,69.72,95.76,0.88,79.8,1,5,8,179.0,98.45,449.0,246.95,402.0,221.1,317.57142857142856
Delhi,2022-01-09,81.0,44.55,87.48,67.23,92.34,0.85,76.95,1,6,9,84.0,46.2,252.0,138.6,437.0,240.35,266.7142857142857
Delhi,2022-01-10,182.0,100.1,196.56,151.06,207.48,1.91,172.9,1,0,10,81.0,44.55,179.0,98.45,402.0,221.1,235.28571428571428
Delhi,2022-01-11,256.0,140.8,276.48,212.48,291.84,2.69,243.2,1,1,11,182.0,100.1,84.0,46.2,420.0,231.0,211.85714285714286
Delhi,2022-01-12,220.0,121.0,237.6,182.6,250.8,2.31,209.0,1,2,12,256.0,140.8,81.0,44.55,449.0,246.95,179.14285714285714
Delhi,2022-01-13,351.0,193.05,379.08,291.33,400.14,3.69,333.45,1,3,13,220.0,121.0,182.0,100.1,252.0,138.6,193.28571428571428
Delhi,2022-01-14,348.0,191.4,375.84,288.84,396.72,3.65,330.6,1,4,14,351.0,193.05,256.0,140.8,179.0,98.45,217.42857142857142
Delhi,2022-01-15,250.0,137.5,270.0,207.5,285.0,2.63,237.5,1,5,15,348.0,191.4,220.0,121.0,84.0,46.2,241.14285714285714
Delhi,2022-01-16,268.0,147.4,289.44,222.44,305.52,2.81,254.6,1,6,16,250.0,137.5,351.0,193.05,81.0,44.55,267.85714285714283
Delhi,2022-01-17,335.0,184.25,361.8,278.05,381.9,3.52,318.25,1,0,17,268.0,147.4,348.0,191.4,182.0,100.1,289.7142857142857
Delhi,2022-01-18,356.0,195.8,384.48,295.48,405.84,3.74,338.2,1,1,18,335.0,184.25,250.0,137.5,256.0,140.8,304.0
Delhi,2022-01-19,338.0,185.9,365.04,280.54,385.32,3.55,321.1,1,2,19,356.0,195.8,268.0,147.4,220.0,121.0,320.85714285714283
Delhi,2022-01-20,393.0,216.15,424.44,326.19,448.02,4.13,373.35,1,3,20,338.0,185.9,335.0,184.25,351.0,193.05,326.85714285714283
Delhi,2022-01-21,366.0,201.3,395.28,303.78,417.24,3.84,347.7,1,4,21,393.0,216.15,356.0,195.8,348.0,191.4,329.42857142857144
Delhi,2022-01-22,338.0,185.9,365.04,280.54,385.32,3.55,321.1,1,5,22,366.0,201.3,338.0,185.9,250.0,137.5,342.0
Delhi,2022-01-23,206.0,113.3,222.48,170.98,234.84,2.16,195.7,1,6,23,338.0,185.9,393.0,216.15,268.0,147.4,333.14285714285717
Delhi,2022-01-24,217.0,119.35,234.36,180.11,247.38,2.28,206.15,1,0,24,206.0,113.3,366.0,201.3,335.0,184.25,316.2857142857143
Delhi,2022-01-25,278.0,152.9,300.24,230.74,316.92,2.92,264.1,1,1,25,217.0,119.35,338.0,185.9,356.0,195.8,305.14285714285717
Delhi,2022-01-26,281.0,154.55,303.48,233.23,320.34,2.95,266.95,1,2,26,278.0,152.9,206.0,113.3,338.0,185.9,297.0
Delhi,2022-01-27,289.0,158.95,312.12,239.87,329.46,3.03,274.55,1,3,27,281.0,154.55,217.0,119.35,393.0,216.15,282.14285714285717
Delhi,2022-01-28,234.0,128.7,252.72,194.22,266.76,2.46,222.3,1,4,28,289.0,158.95,278.0,152.9,366.0,201.3,263.2857142857143
Delhi,2022-01-29,304.0,167.2,328.32,252.32,346.56,3.19,288.8,1,5,29,234.0,128.7,281.0,154.55,338.0,185.9,258.42857142857144
Delhi,2022-01-30,313.0,172.15,338.04,259.79,356.82,3.29,297.35,1,6,30,304.0,167.2,289.0,158.95,206.0,113.3,273.7142857142857
Delhi,2022-01-31,355.0,195.25,383.4,294.65,404.7,3.73,337.25,1,0,31,313.0,172.15,234.0,128.7,217.0,119.35,293.42857142857144
Delhi,2022-02-01,342.0,188.1,369.36,283.86,389.88,3.59,324.9,2,1,32,355.0,195.25,304.0,167.2,278.0,152.9,302.57142857142856
Delhi,2022-02-02,321.0,176.55,346.68,266.43,365.94,3.37,304.95,2,2,33,342.0,188.1,313.0,172.15,281.0,154.55,308.2857142857143
Delhi,2022-02-03,335.0,184.25,361.8,278.05,381.9,3.52,318.25,2,3,34,321.0,176.55,355.0,195.25,289.0,158.95,314.85714285714283
Delhi,2022-02-04,126.0,69.3,136.08,104.58,143.64,1.32,119.7,2,4,35,335.0,184.25,342.0,188.1,234.0,128.7,299.42857142857144
Delhi,2022-02-05,279.0,153.45,301.32,231.57,318.06,2.93,265.05,2,5,36,126.0,69.3,321.0,176.55,304.0,167.2,295.85714285714283
Delhi,2022-02-06,380.0,209.0,410.4,315.4,433.2,3.99,361.0,2,6,37,279.0,153.45,335.0,184.25,313.0,172.15,305.42857142857144
Delhi,2022-02-07,326.0,179.3,352.08,270.58,371.64,3.42,309.7,2,0,38,380.0,209.0,126.0,69.3,355.0,195.25,301.2857142857143
Delhi,2022-02-08,313.0,172.15,338.04,259.79,356.82,3.29,297.35,2,1,39,326.0,179.3,279.0,153.45,342.0,188.1,297.14285714285717
Delhi,2022-02-09,316.0,173.8,341.28,262.28,360.24,3.32,300.2,2,2,40,313.0,172.15,380.0,209.0,321.0,176.55,296.42857142857144
Delhi,2022-02-10,204.0,112.2,220.32,169.32,232.56,2.14,193.8,2,3,41,316.0,173.8,326.0,179.3,335.0,184.25,277.7142857142857
Delhi,2022-02-11,216.0,118.8,233.28,179.28,246.24,2.27,205.2,2,4,42,204.0,112.2,313.0,172.15,126.0,69.3,290.57142857142856
Delhi,2022-02-12,232.0,127.6,250.56,192.56,264.48,2.44,220.4,2,5,43,216.0,118.8,316.0,173.8,279.0,153.45,283.85714285714283
